id,info
d10f2264-a3d8-4b7f-a6e6-3c702336840e,"{""en"":""This temple is dedicated to Advaita Acarya and his wife, Sltadevi. Sita-natha means the Lord of Sita, which refers to Advaita Acarya who was also the closest associate of Lord Caitanya being a member of the 'Panca-tattva'. Advaita Acarya was an incarnation of Lord Mahavishnu and descended on earth just to help Lord Caitanya in spreading the sankirtana movement. From this temple's courtyard, one can see both Seva-kunja and the adjoining garden of Kishor Ban. If one goes to the roof top, one gets a panoramic, view of Seva-kunja and the surrounding area."",""hi"":""यह मंदिर अद्वैत आचार्य और उनकी पत्नी, स्लाटादेवी को समर्पित है ।  सीता-नाथ का अर्थ है सीता का भगवान, जो अद्वैत आचार्य को संदर्भित करता है जो भगवान चैतन्य के 'पंच-तत्त्व'के सदस्य होने के निकटतम सहयोगी भी थे ।  अद्वैत आचार्य भगवान महाविष्णु के अवतार थे और संकीर्तन आंदोलन को फैलाने में भगवान चैतन्य की मदद करने के लिए पृथ्वी पर उतरे थे ।  इस मंदिर के प्रांगण से, कोई भी सेवा-कुंजा और किशोर बान के आसपास के बगीचे को देख सकता है ।  यदि कोई छत के ऊपर जाता है, तो एक मनोरम, सेवा-कुंजा और आसपास के क्षेत्र का दृश्य मिलता है ।"",""ru"":""Этот храм открыт в честь Адвайты Ачарии и его жены Ситадеви. Название Сита-Натха указывает на Господа Шиву, который обращается к Адвайте Ачарии — ближайшему спутнику Господа Чайтаньи. Адвайта Ачария был воплощением Господа Махавишну и пришел на землю, чтобы помогать Господу Чайтанье в распространении движения санкиртаны. Из храмового дворика видна Сева-кунджа и примыкающий к ней сад Кишорбан. Если подняться на крышу храма, то перед глазами разворачивается панорама Сева-кунджи и прилегающей территории.""}"
28d31b32-994f-4f9a-85a8-8298a7275948,"{""en"":""Here in the courtyard of the Radha-Damodara Temple, is the bhajana kutira of Srila Rupa Gosvami. This spot was formally in the middle of Seva-kunja and it is here that Rupa Gosvami made his headquarters, wrote his innumerable books, as well as conducted discourses on the Bhagavatam, amongst the other Gosvamis and their associates. Rupa Gosvami came to Vrindavana with his elder brother, Sanatana Gosvami around 1516 on the order of Lord Caitanya Mahaprabhu, who gave them four specific duties to perform: \n1. Excavate the lost pastime places of Lord Krishna. \n2. Build temples, install Deities and start worship. \n3. Write bhakti-sastras. \n4) Delineate the rules and regulations of bhakti-yoga. \n\nRupa Gosvami's most famous book is Bhakti-rasamrita-sindhu (the ocean of the nectar of devotion) which must be read by all aspiring Vaisnavas and forms the solid foundation of the bhakti movement of Lord Chaitanya. All the Gaudlya Vaisnavas are known as  rupanugas, or followers of Srila Rupa Gosvami, as it is he who single-handedly established the Gauidiya Vaisnava Bhakti-Marg, the path of those following in the footsteps of Lord Chaitanya  Mahaprabhu.\n\nRupa Gosvami Samadhi\nEntombed here is the sacred body of Srila Rupa Gosvami, who entered samadhi in the year 1564. The sacred body of Sri Rupa was placed in samadhi opposite his bhajana-kutira in the courtyard of the Radha-Damodara Temple by his dearmost and brilliant disciple, Jiva Gosvami."",""hi"":""यहां राधा-दामोदर मंदिर के प्रांगण में श्रील रूप गोस्वामी की भजना कुटीरा है ।  यह स्थान औपचारिक रूप से सेवा-कुंज के बीच में था और यहीं पर रूप गोस्वामी ने अपना मुख्यालय बनाया, अपनी असंख्य पुस्तकें लिखीं, साथ ही अन्य गोस्वामी और उनके सहयोगियों के बीच भागवतम पर प्रवचन किए ।  रूपा गोस्वामी भगवान चैतन्य महाप्रभु के आदेश पर 1516 के आसपास अपने बड़े भाई, सनातन गोस्वामी के साथ वृंदावन आए, जिन्होंने उन्हें प्रदर्शन करने के लिए चार विशिष्ट कर्तव्य दिए: \n1. भगवान कृष्ण के खोए हुए शगल स्थानों की खुदाई करें ।  \n2. मंदिरों का निर्माण करें, देवताओं को स्थापित करें और पूजा शुरू करें ।  \n3. भक्ति-शास्त्र लिखिए। \n4) भक्ति-योग के नियमों और विनियमों को चित्रित करें ।  \n\nरूपा गोस्वामी की सबसे प्रसिद्ध पुस्तक भक्ति-रसमृत-सिंधु (भक्ति के अमृत का महासागर) है जिसे सभी आकांक्षी वैष्णव द्वारा पढ़ा जाना चाहिए और भगवान चैतन्य के भक्ति आंदोलन की ठोस नींव बनाता है ।  सभी गौड़ल्य वैष्णव रूपनुगास या श्रील रूप गोस्वामी के अनुयायी के रूप में जाने जाते हैं, क्योंकि यह वह है जिसने अकेले ही गौदिया वैष्णव भक्ति-मार्ग की स्थापना की थी, जो भगवान चैतन्य महाप्रभु के नक्शेकदम पर चलने वालों का मार्ग था । \n\nरूपा गोस्वामी समाधि\nयहां प्रवेश किया गया श्रील रूप गोस्वामी का पवित्र शरीर है, जिन्होंने वर्ष 1564 में समाधि में प्रवेश किया था ।  श्री रूप के पवित्र शरीर को उनके सबसे प्रिय और प्रतिभाशाली शिष्य जीव गोस्वामी द्वारा राधा-दामोदर मंदिर के प्रांगण में उनके भजन-कुटीरा के सामने समाधि में रखा गया था । "",""ru"":""Бхаджан-кутир Шрилы Рупы Госвами находится во дворике храма Радха-Дамодары. Это место в давние времена было центром Сева-кунджи и именно это место Рупа Госвами сделал своей штаб-квартирой, здесь он написал множество книг, проводил лекции по \""Бхагаватам\"", обсуждая ее темы с другими Госвами и своими последователями. Рупа Госвами пришел во Вриндаван вместе со своим младшим братом Санатаной Госвами около 1516 года, выполняя наказ Господа Чайтаньи Махапрабху о четырех особых видах служения: \n1. обнаружить утраченные места игр Господа Кришны; \n2. построить храмы, установить Божества и начать поклонение Им; \n3. написать бхакти-шастры; \n4. описать правила и предписания бхакти-йоги. \n\nСамой известной книгой Рупы Госвами является \""Бхакти-расамрита-синдху\"" (Океан нектара преданности), которую необходимо читать всем вдохновленным вайшнавам, поскольку она является основой движения бхакти Господа Чайтаньи. Все гаудийа-вайшнавы известны как рупануги, то есть последователи Шрилы Рупы Госвами, ибо именно он установил гаудийа-вайшнава бхакти-марг — путь тех, кто следует по стопам Господа Чайтаньи Махапрабху.\n\nСамадхи Рупы Госвами\nЗдесь покоится священное тело Шрилы Рупы Госвами, вошедшего сюда в год 1564. Тело Рупы Госвами было помещено в самадхи, стоящем прямо напротив бхаджан-кутира великого святого во дворике храма Радха-Дамодары, его самым близким и дорогим учеником Дживой Госвами.""}"
ef7c66b6-1d26-4ec5-ab94-4432bb706826,"{""en"":""Daksheshwar Mahadev Mandir"",""hi"":""दक्षेश्वर महादेव मंदिर"",""ru"":""Храм Дакшешвар Махадев""}"
efd20ee0-9e6e-4de6-aee8-c02e11c84376,"{""en"":""Here is a very beautiful Deity of Krishna and Balarama with Akrura standing in the middle. This is the sacred place where Akrura stopped to take bath when he was escorting Krishna and Balarama to Mathura at the invitation of King Kamsa. Akrura parked his chariot under the shade of a large tree. Both Krishna and Balarama took bath in the river Yamuna and returned to sit in the chariot. Akrura then took permission from their Lordships and went to take his own bath. \n\nWhile standing within the water Akrura suddenly saw Krishna and Balarama, he was very surprised to see them there as he was sure they were sitting on the chariot. Being confused he came out of the water and returned to the chariot and got a shock when he saw Krishna and Balarama still sitting on the chariot as before. He then hurried back to the river and this time he not only saw Krishna and Balarama in the water but also saw they were surrounded by many Demigods, Siddhas, Charanas and Gandharvas. They were all standing before the Lord who was lying down on the serpant Sesa Naga. In other words after again returning to the river he saw that Balarama had changed into Sesa Naga and Krishna had changed into Maha-Vishnu. Out of astonishment Akrura began to offer prayers to the Lord and while Akrura was offering his prayers the Lord suddenly disappeared, therefore Akrura came out of the water and returned to the chariot. \n\nKrishna and Balarama were still sitting there and Krishna asked Akrura if he had seen something wonderful. Akrura replied that all the wonderful things happening in the world are simply appearing in Your universal form, so when I have seen You, what wonderful thing have I not seen. Akrura continued by saying, “There can not be anything more wonderful than Your transcendental form, when I have seen Your transcendental form, what is there left to see.” After saying this Akrura started the chariot and continued on the road to Mathura. \n\nLord Chaitanya Mahaprabhu also stayed at Akrura Ghata when He visited Vrndavana in 1515. At first the Lord stayed with a brahmanas in Mathura, but due to His great popularity, large crowds would gather from morning to evening just to get a glimpse of the Lord. Therefore Lord Chaitanya felt that it would be better to go to a quite place and so moved to Akrura Ghata. Everyday Lord Chaitanya would visit the holy places of Vrndavana and in the evening return to Akrura Ghata. The Yamuna river used to flow past this place but since many years the river bed has shifted away and is now situated about one kilometer to the West."",""hi"":""वहाँ कृष्ण और बलराम का एक अत्यंत सुंदर विग्रह है जिसके मध्य में अक्रूर खड़े हैं। यह वह पवित्र स्थान है जहां अक्रूर राजा कंस के निमंत्रण पर कृष्ण और बलराम के साथ मथुरा जाते समय स्नान करने के लिए रुके थे। अक्रूर ने अपना रथ एक बड़े वृक्ष की छाया में खड़ा किया। कृष्ण और बलराम ने यमुना नदी में स्नान किया और रथ पर लौट आये। तब अक्रूर को स्नान करने की अनुमति मिली।\n\nपानी में खड़े होकर अक्रूर की नजर अचानक कृष्ण और बलराम पर पड़ी, उन्हें वहां देखकर बहुत आश्चर्य हुआ, क्योंकि उन्हें यकीन था कि वे रथ पर बैठे थे। भ्रमित होकर, वह पानी से बाहर आया और रथ पर लौट आया और कृष्ण और बलराम को पहले की तरह रथ पर बैठे देखकर आश्चर्यचकित रह गया। फिर वह तेजी से नदी की ओर वापस चला गया और इस बार उसने पानी में न केवल कृष्ण और बलराम को देखा, बल्कि यह भी देखा कि वे देवताओं, सिद्धों, चारणों और गंधर्वों से घिरे हुए थे। वे सभी भगवान के सामने खड़े थे, जो अनंत-शेष पर लेटे हुए थे। दूसरे शब्दों में, जब वह फिर से नदी पर लौटे, तो उन्होंने देखा कि बलराम अनंत-शेष बन गए थे और कृष्ण महा-विष्णु बन गए थे। विस्मय से, अक्रूर भगवान से प्रार्थना करने लगे, और जैसे ही अक्रूर प्रार्थना कर रहे थे, भगवान अचानक गायब हो गए, इसलिए अक्रूर पानी से बाहर आए और रथ पर लौट आए।\n\nकृष्ण और बलराम अभी भी बैठे थे, और कृष्ण ने अक्रूर से पूछा कि क्या उन्होंने कुछ अद्भुत देखा है। अक्रूर ने उत्तर दिया कि दुनिया में होने वाली सभी अद्भुत चीजें आपके सार्वभौमिक रूप में प्रकट होती हैं। इसलिए, जब मैंने आपको देखा, तो मुझे अब भी किस चमत्कारी घटना की आवश्यकता है? अक्रूर ने कहना जारी रखा, \""जब मैं आपके दिव्य रूप को देखता हूं, जिसे अभी तक देखा जाना बाकी है, तो आपके दिव्य रूप से अधिक सुंदर कुछ नहीं हो सकता।\"" इसके बाद, अक्रूर अपने रथ में आगे बढ़ने लगे और मथुरा की ओर अपनी यात्रा जारी रखी।\n\nभगवान चैतन्य महाप्रभु भी 1515 में जब वृन्दावन आये थे तो अक्रूर घाट पर रुके थे। सबसे पहले भगवान मथुरा में ब्राह्मणों के साथ रहे, लेकिन उनकी अत्यधिक लोकप्रियता के कारण भगवान के दर्शन पाने के लिए सुबह से शाम तक बड़ी भीड़ इकट्ठा होती थी। इसलिए भगवान चैतन्य ने महसूस किया कि उस स्थान पर जाना बेहतर होगा और इस प्रकार अक्रूर घाट पर जाना बेहतर होगा। हर दिन भगवान चैतन्य वृन्दावन के पवित्र स्थानों का दौरा करते थे और शाम को वह अक्रूर गता लौट आते थे। यमुना नदी इस स्थान से होकर गुजरती थी, लेकिन तब से नदी का मार्ग बदल गया है और अब यह लगभग एक किलोमीटर पश्चिम में है।"",""ru"":""Здесь находится очень красивое Божество Кришны и Баларама с Акрурой, стоящим посередине. Это священное место, где Акрура остановился, чтобы принять ванну, когда он сопровождал Кришну и Балараму в Матхуру по приглашению короля Камсы. Акрура припарковал свою колесницу под тенью большого дерева. Кришна и Баларама приняли омовение в реке Ямуне и вернулись в колесницу. Затем Акрура получил разрешение принять омовение.\n\nСтоя в воде, Акрура внезапно увидел Кришну и Балараму, он был очень удивлен, увидев их там, поскольку он был уверен, что они сидят на колеснице. Смутившись, он вышел из воды и вернулся на колесницу и был шоккирован, когда увидел, что Кришна и Баларама все еще сидят на колеснице, как и раньше. Затем он поспешил обратно к реке, и на этот раз он не только видел Кришну и Балараму в воде, но также видел, что их окружали полубоги, сиддхи, чараны и гандхарвы. Все они стояли перед Господом, который лежал на Ананта-шеше. Другими словами, снова вернувшись к реке, он увидел, что Баларама превратился в Ананта-шешу, а Кришна превратился в Маха-Вишну. Из изумления Акрура начал молиться Господу, и, когда Акрура предлагал свои молитвы, Господь внезапно исчез, поэтому Акрура вышел из воды и вернулся на колесницу.\n\nКришна и Баларама все еще сидели, и Кришна спросил Акруру, видел ли он что-то замечательное. Акрура ответил, что все чудесные вещи, происходящие в мире, просто появляются в вашей Вселенской форме. Поэтому, когда я увидел Тебя, какие чудесные явления мне еще нужны. Акрура продолжал говорить: «Не может быть ничего более прекрасного, чем Твоя трансцендентная форма, когда я увижу Твою трансцендентную форму, что мне еще осталось увидеть». После этого Акрура начал движение в колеснице и продолжил путь в Матхуру.\n\nГосподь Чайтанья Махапрабху также остался в Акруре Гата, когда посетил Вриндаван в 1515 году. Сначала Господь остался с брахманами в Матхуре, но из-за его большой популярности большие толпы собирались с утра до вечера, чтобы получить представление о Господе. Поэтому Господь Чайтанья почувствовал, что было бы лучше отправиться на место и так переехать в Акруру Гату. Каждый день Господь Чайтанья посещал святые места Вриндавана, а вечером возвращался в Акруру Гату. Река Ямуна проходила мимо этого места, но с тех пор русло реки поменялось и теперь находится примерно в одном километре от запада.""}"
6554fbcb-1eb9-428f-8b50-23b78cf62f5e,"{""en"":""About two hundred years ago, Haridasa, a Ramanandi Vaisnava who was devoted to Lord Krishna, used to meditate on the bank of the Yamuna near VamSi Vata. One night in a dream Lord Jagganatha appeared and informed Haridasa that He would very much like to come and live near the bank of the Yamuna in Vrndavana, and accept the worship of Haridasa. Lord Jagganatha asked Haridasa to immediately go to Jagganatha Puri and as this was the time once every twelve years when the body of the Jagganatha Deity is changed, Haridasa should bring the old body of Lord Jagganatha back to Vrndavana. \n\nOn waking Haridasa gathered all his disciples and with a rousing kirtan set off on foot for Jagganatha Puri. On arriving in Puri, Haridasa went straight to the jagganagtha temple and requested the priests to allow him to take the old body of Lord Jagganatha back to Vrndavana. The priests however flatly refused and advised Haridasa to speak directly to the king of Puri, who was the chief administrator of the temple. On hearing the request of Haridasa, the king also refused and informed Haridasa that the old body of Jagganatha would be put into samadhi as per the ancient custom and no one was allowed to take possession of the old Deity. \n\nOn hearing the king's refusal, Haridasa decided to go the beach and fast until death. The night the king had a dream in which Lord Jagganatha came before him in a very angry mood and demanded to know why the king had refused to follow the order given by the Lord Himself to His servant Haridasa. The king immediately upon waking called for Haridasa, informed him of the dream and granted permission for Haridasa to take the old Deity of Lord Jagganatha back to Vrndavana. The Deities of their Lordships Jagganatha, Subhadra and Baladeva were then placed on a chariot and accompanied by priests and a large contingent of soldiers. Brought to Vrndavana and Installed on the bank of the Yamuna at this same place, which then became known as Jagganatha Ghata.\n"",""hi"":""लगभग दो सौ साल पहले, हरिदास, एक रामानंदी वैष्णव, जो भगवान कृष्ण के प्रति समर्पित थे, वामसी वट के पास यमुना के तट पर ध्यान करते थे। एक रात एक सपने में भगवान जग्गनाथ प्रकट हुए और हरिदास को सूचित किया कि वह वृन्दावन में यमुना के तट के पास आकर रहना चाहते हैं और हरिदास की पूजा स्वीकार करना चाहते हैं। भगवान जग्गनाथ ने हरिदास को तुरंत जग्गनाथ पुरी जाने के लिए कहा और चूंकि यह वह समय था जब हर बारह साल में एक बार जग्गनाथ देवता का शरीर बदला जाता था, इसलिए हरिदास को भगवान जग्गनाथ के पुराने शरीर को वापस वृन्दावन ले आना चाहिए।\n\nजागने पर हरिदास ने अपने सभी शिष्यों को इकट्ठा किया और जोशीले कीर्तन के साथ जग्गनाथ पुरी के लिए पैदल प्रस्थान किया। पुरी पहुंचने पर, हरिदास सीधे जग्गनगथा मंदिर गए और पुजारियों से अनुरोध किया कि वे उन्हें भगवान जग्गनाथ के पुराने शरीर को वापस वृन्दावन ले जाने की अनुमति दें। हालाँकि, पुजारियों ने साफ़ इनकार कर दिया और हरिदास को पुरी के राजा, जो मंदिर के मुख्य प्रशासक थे, से सीधे बात करने की सलाह दी। हरिदास के अनुरोध को सुनने पर, राजा ने भी इनकार कर दिया और हरिदास को सूचित किया कि जग्गनाथ के पुराने शरीर को प्राचीन परंपरा के अनुसार समाधि में डाल दिया जाएगा और किसी को भी पुराने देवता पर कब्जा करने की अनुमति नहीं है।\n\nराजा के इनकार को सुनने पर, हरिदास ने समुद्र तट पर जाने और मृत्यु तक उपवास करने का फैसला किया। रात को राजा को एक सपना आया जिसमें भगवान जग्गनाथ बहुत क्रोधित मुद्रा में उनके सामने आए और जानना चाहा कि राजा ने स्वयं भगवान द्वारा अपने सेवक हरिदास को दिए गए आदेश का पालन करने से इनकार क्यों किया है। जागने पर राजा ने तुरंत हरिदास को बुलाया, उन्हें सपने के बारे में बताया और हरिदास को भगवान जग्गनाथ की पुरानी मूर्ति को वापस वृन्दावन ले जाने की अनुमति दी। उसके बाद उनके आधिपत्य के देवता जग्गनाथ, सुभद्रा और बलदेव को एक रथ पर बिठाया गया और उनके साथ पुजारी और सैनिकों की एक बड़ी टुकड़ी थी। वृन्दावन में लाया गया और इसी स्थान पर यमुना के तट पर स्थापित किया गया, जो तब जग्गनाथ घाट के नाम से जाना जाने लगा।"",""ru"":""Около двухсот лет назад Харидас, Рамананди-вайшнав, преданный Господу Кришне, медитировал на берегу Ямуны недалеко от Вамши Ваты. Однажды ночью во сне явился Господь Джаганнатха и сообщил Харидасу, что Ему очень хотелось бы приехать и жить недалеко от берега Ямуны во Вриндаване и принять поклонение Харидасу. Господь Джаганатха попросил Харидаса немедленно отправиться в Джаганнатха-Пури, а поскольку раз в двенадцать лет тело Божества Джаганнатхи меняется, Харидас должен вернуть старое тело Господа Джаганнатхи обратно во Вриндаван.\n\nПроснувшись, Харидас собрал всех своих учеников и с воодушевляющим киртаном отправился пешком в Джаганатха-Пури. Прибыв в Пури, Харидас сразу же направился в храм Джагганагтхи и попросил священников позволить ему забрать старое тело Господа Джаганатхи обратно во Вриндаван. Однако священники категорически отказались и посоветовали Харидасу поговорить напрямую с царем Пури, который был главным администратором храма. Услышав просьбу Харидаса, царь также отказался и сообщил Харидасу, что старое тело Джаганнатхи будет помещено в самадхи согласно древнему обычаю и никому не будет разрешено завладеть старым Божеством.\n\nУслышав отказ царя, Харидас решил пойти на пляж и поститься до смерти. Ночью царю приснился сон, в котором Господь Джаганнатха предстал перед ним в очень гневном настроении и потребовал объяснить, почему царь отказался выполнить приказ, данный Самим Господом Своему слуге Харидасу. Сразу же после пробуждения царь позвал Харидаса, рассказал ему о сне и разрешил Харидасу забрать старое Божество Господа Джаганнатхи обратно во Вриндаван. Затем Божества их светлостей Джаганнатхи, Субхадры и Баладевы поместили на колесницу в сопровождении священников и большого отряда солдат. Принесен во Вриндаван и установлен на берегу Ямуны в том самом месте, которое затем стало известно как Джаганатха Гхата.""}"
bb2489f2-5964-4edf-9176-8abadc645fae,"{""en"":""It was on this small hill at the side of Govinda-kunda, where Lord Indra and the demigods headed by Lord Brahma stood during the bathing ceremony (abhiseka) of Lord Krsna. This small hill is now surrounded by many buildings and it is very difficult to see it clearly."",""hi"":""गोविंदा कुंड के बीच में इस छोटी सी पहाड़ी पर, भगवान इंद्र और ब्रह्मा की अध्यक्षता में अन्य देवता, अभिषेक समारोह के दौरान उपस्थित थे भगवान कृष्ण ।  यह छोटी सी पहाड़ी कई इमारतों से घिरी हुई है, इसलिए इसे अच्छे से देखना बहुत मुश्किल है ।"",""ru"":""На этом маленьком холмике посреди Говинда-Кунды Господь Индра и другие полубоги во главе с Брахмой, находились во время проведения церемонии омовения (абхишека) Господа Кришны. Этот маленький холмик окружен множеством строений, поэтому очень трудно хорошо его рассмотреть.""}"
d7806c36-cca7-4149-ba40-852d8ee69e0d,"{""en"":""This small temple is located to the left of the road leading to the birthplace of Nityananda. It was built in the place where Lord Nityananda found in the river Yamuna deity Bakaraya. The temple is a beautiful six-armed Deity Sadbhuja - single image of Rama, Krishna and Sri Chaitanya. Behind him, the altar on which have large Deities of Sri Nityananda and Sri Chaitanya (Gaura Nitai), as well as small Deities of Krishna and Balarama.\nFor the temple of Yamuna flows; it is in this place called Maudeshvaroy. Once it was broad and affluent, but eventually became shallow and turned into a small creek. It was here, on the banks of this river, Nityananda found Bakaraya Deity."",""hi"":""यह छोटा मंदिर नित्यानंद के जन्मस्थान की ओर जाने वाली सड़क के बाईं ओर स्थित है ।  यह उस स्थान पर बनाया गया था जहां भगवान नित्यानंद ने यमुना नदी में बाका राया के देवता की खोज की थी ।  मंदिर में एक सुंदर छह—सशस्त्र देवता सदभुजा है - राम, कृष्ण और श्री चैतन्य की एक एकल छवि ।  उसके पीछे एक वेदी है जिस पर श्री नित्यानंद और श्री चैतन्य (गौरा-निताई) के बड़े देवता, साथ ही कृष्ण और बलराम के छोटे देवता स्थापित हैं । \nमंदिर के पीछे यमुना बहती है, इसे इस स्थान पर मौडेश्वर कहा जाता है ।  एक बार यह चौड़ा और पूर्ण-प्रवाह था, लेकिन समय के साथ यह उथला हो गया और एक छोटी धारा में बदल गया ।  इसी नदी के तट पर नित्यानंद ने बाका राय के देवता की खोज की थी । "",""ru"":""Этот небольшой храм расположен слева от дороги, ведущей к месту рождения Нитьянанды. Построен он в том месте, где Господь Нитьянанда обнаружил в реке Ямуне Божество Бака Рая. В храме стоит прекрасное шестирукое Божество Садбхуджа — единый образ Рамы, Кришны и Шри Чайтаньи. Позади него алтарь, на котором установлены большие Божества Шри Нитьянанды и Шри Чайтаньи (Гаура-Нитай), а также маленькие Божества Кришны и Баларамы.\nЗа храмом течет Ямуна; она в этом месте называется Маудешварой. Когда-то она была широкой и полноводной, но со временем обмелела и превратилась в маленький ручей. Именно здесь, на берегу этой реки, Нитьянанда обнаружил Божество Бака Рая.""}"
6e81cc9a-5975-4d1f-8697-de1362fed2c3,"{""en"":""At the Dwarkadish Temple, Lord Krishna is worshiped as the \""King of Dwarka\"". It is believed that the temple was built by Vajranabha, the great-grandson of Krishna, on the site where the palace of Krishna was originally. If you ask the local Pandas, they will tell you that the temple is 5244 years old and explain that the structure of the temple is the body and the Murti (Deity) is the soul of the temple. The body is constantly changing, but the soul remains. The current structure is an amalgamation of parts created over several centuries from the 8th to the 18th century AD. Restoration work continues.\n\nThe Dwarkadish Temple is located near the confluence of the Gomti River into the Arabian Sea. All the roads of Dvaraka lead to it. Given the vast barren plains that surround the city, one can see the temple's spire with the flag flying from miles away.\n\nThis flag is changed 5 times a day - three times in the morning and twice in the evening. It's a whole grand ceremony. The family sponsoring the new flag feeds all the brahmins of Dvaraka, followed by a special puja. With songs and dances, the flag is brought to the temple, holding it on their heads. It is offered to the deity, then a member of the Brahmin community climbs the spire and changes the flag. To sponsor the flag, you need to queue up 2 years before the event. The flag can be any color other than black. It depicts the sun and the moon.\n\nThe Dwarkadish Temple is part of the famous Char Dham - four sacred temples dedicated to Lord Krishna (the other three are Natadwar, Badrinath and Jagannath Puri)."",""hi"":""द्वारकाधीश मंदिर में, भगवान कृष्ण को \""द्वारका के राजा\"" के रूप में पूजा जाता है। ऐसा माना जाता है कि मंदिर का निर्माण कृष्ण के प्रपौत्र वज्रनाभ ने उस स्थान पर करवाया था, जहां मूल रूप से कृष्ण का महल स्थित था। यदि आप स्थानीय पंडों से पूछें, तो वे आपको बताएंगे कि मंदिर 5244 वर्ष पुराना है और समझाएंगे कि मंदिर की संरचना शरीर है और मूर्ति (देवता) मंदिर की आत्मा है। शरीर निरंतर बदलता रहता है, लेकिन आत्मा बनी रहती है। वर्तमान संरचना 8वीं से 18वीं शताब्दी ईस्वी तक कई शताब्दियों में बनाए गए हिस्सों का एक मिश्रण है। पुनरुद्धार कार्य जारी है.\n\nद्वारकाधीश मंदिर उस स्थान के पास स्थित है जहां गोमती नदी अरब सागर से मिलती है। द्वारका की सभी सड़कें इसी तक जाती हैं। शहर के आसपास के विशाल बंजर मैदानों को देखते हुए, लहराते ध्वज के साथ मंदिर का शिखर कई मील दूर से देखा जा सकता है।\n\nझंडा दिन में 5 बार बदला जाता है - तीन बार सुबह और दो बार शाम को। यह कार्यक्रम एक भव्य समारोह के साथ होता है। नए झंडे को प्रायोजित करने वाला परिवार द्वारका के सभी ब्राह्मणों को भोजन कराता है, जिसके बाद एक विशेष पूजा की जाती है। गाने और नृत्य के साथ झंडे को अपने सिर पर रखकर मंदिर में लाया जाता है। इसे देवता को अर्पित किया जाता है, फिर ब्राह्मण समुदाय का एक सदस्य शिखर पर चढ़ता है और ध्वज बदलता है। किसी ध्वज को प्रायोजित करने के लिए, आपको आयोजन से 2 वर्ष पहले प्रतीक्षा सूची में शामिल होना होगा। झंडा काले रंग को छोड़कर किसी भी रंग का हो सकता है। इसमें सूर्य और चंद्रमा को दर्शाया गया है।\n\nद्वारकाधीश मंदिर प्रसिद्ध चार धाम का हिस्सा है - भगवान कृष्ण को समर्पित चार पवित्र मंदिर (अन्य तीन नटद्वार, बद्रीनाथ और जगन्नाथ पुरी हैं)।"",""ru"":""В Храме Дваркадиш Господу Кришне поклоняются как «королю Дварки». Cчитается, что храм был построен Ваджранабхой - правнуком Кришны, на месте, где изначально был дворец Кришны. Если вы спросите местных Панд, они скажут вам, что храму 5244 года и объяснят, что структура храма — это тело, а Мурти (Божество) — это душа храма. Тело постоянно меняется, а душа остается. Нынешняя структура представляет собой объединение частей, созданных в течение нескольких столетий с 8 по 18 века нашей эры. Работы по реставрации продолжаются.\n\nХрам Дваркадиш находится недалеко от места впадения реки Гомти в Аравийское море. К нему ведут все дороги Двараки. Учитывая обширные бесплодные равнины, окружающие город, шпиль храма с развевающимся флагом можно увидеть за много миль.\n\nФлаг меняют 5 раз в день – три раза утром и дважды вечером. Это событие сопровождается грандиозной церемонией. Семья, спонсирующая новый флаг, кормит всех браманов Двараки, после чего проводится специальная пуджа. С песнями и танцами флаг приносят к храму, держа его на головах. Он предлагается божеству, затем член общины браманов поднимается на шпиль и меняет флаг. Чтобы спонсировать флаг, нужно встать в очередь за 2 года до события. Флаг может быть любого цвета, кроме черного. На нем изображены солнце и луна.\n\nХрам Дваркадиш является частью знаменитого Чар Дхама - четырех священных храмов, посвященных Господу Кришне (три других - это Натадвар, Бадринатх и Джаганнатха Пури). ""}"
